Retail Branding,Marketing Name,Device,Model
Acer,TPA60W,maya,TPA60W
Acer,Tab 7,td070va1,TD070VA1
Acer,Ultimo,Ultimo,EUT310A-11A
Acer,Walle,Walle,ET-108-11A
Acer,Walle,Walle,ET-108-11AR
Acer,Z110,Z1,Z110
Acer,Z120,Z2,Z120
Aceson,R726,R726,R726
Acet,X63L,X63L,X63L
Achate,Kids Tab 1,KidsTab1_EEA,Kids Tab 1
Aconatic,ACONATIC,bangbae,Aconatic 4K Android TV
Aconatic,ACONATIC,bruno,ACONATIC 2K Android TV
Aconatic,ACONATIC,shilin,ACONATIC 4K Android TV
Aconatic,ACONATIC,stanford,2K SMART TV
Aconatic,ACONATIC FHD TV,takao,ACONATIC FHD TV
Aconatic,ACONATIC UHD TV,OD0M_EA_T32,ACONATIC UHD TV
Aconatic,Aconatic,komagome,Aconatic 2K Android TV
Aconatic,Android TV,R1,ATV R1
Aconatic,Android TV,R2,ATV R2
Aconatic,DV6068Y,DV6068Y,DV6068Y
Aconatic,DV8547,DV8547,DV8547
Adart,ALIGATOR RX510,RX510,ALIGATOR RX510
Adart,ALIGATOR S4080 Duo,ALIGATOR_S4080,ALIGATOR S4080
Adart,ALIGATOR S4082 Duo,S4082Duo,S4082 Duo
Adart,ALIGATOR S5062 Duo,S5062Duo,S5062 Duo
Adart,ALIGATOR S5510 Duo,Aligator_S5510,Aligator S5510
Adart,RX550,ALIGATOR_RX550,RX550
Adart,S4090,S4090,S4090
Adart,S5060 Duo,ALIGATOR_S5060,ALIGATOR S5060
Admiral Overseas Corporation,A2272PW4T,AOC_WW,G3SMNTA22
Admiral Overseas Corporation,A2272PW4T,AOC_WW,G3SMNTA24
Admiral Overseas Corporation,A2272PWHT,AOC_WW,G2SMNT
Admiral Overseas Corporation,A2472PW4T,G3SMNTA24,G3SMNTA24
Admiral Overseas Corporation,A7,A7,A7
Admiral Overseas Corporation,ADMIRAL,stanford,2K SMART TV
Admiral Overseas Corporation,ADMIRAL,zhongshan,4K SMART TV
Admiral Overseas Corporation,ADMIRAL 4K TV,SW4H,ADMIRAL 4K TV
Admiral Overseas Corporation,ADMIRAL TV,sunnyvale,ADMIRAL TV
Admiral Overseas Corporation,C7,C7,C7
Admiral Overseas Corporation,Fire,Fire,Fire
Admiral Overseas Corporation,O7,O7,O7
Admiral Overseas Corporation,One,One,One
Adonis,Adonis,seocho,Adonis 4K Android TV
Adreamer (Shenzhen),TH10,TH10,TH10
Adreamer (Shenzhen),TH10_Tab,TH10_Tab,TH10_Tab
Advan digital,5041,ADVAN_5041,5041
Advan digital,5059,ADVAN_5059,5059
Advan digital,5060,ADVAN_5060,5060
Advan digital,5061,ADVAN_5061,5061
Advan digital,A8,ADVAN_A8,A8
Advan digital,ADVAN G2 plus,ADVAN_5701,5701
Advan digital,ADVAN S50 4G,ADVAN_i5G,i5G
Advan digital,ADVAN_SKETSA_2,ADVAN_SKETSA_2,ADVAN 1011
Advan digital,E1C,ADVAN_E1C_3G,E1C_3G
Advan digital,E1C  4G,ADVAN_E1C4G,7037
Advan digital,E1C 4G,ADVAN_E1C_4G,7035
Advan digital,E1C NXT,ADVAN_E1C_NXT,S7D
Advan digital,G-Tab,ADVAN_G_Tab,8001
Advan digital,G1,G1,G1
Advan digital,G1 PRO,ADVAN_G1_Pro,i5K
Advan digital,G2,ADVAN_G2,i55C
Advan digital,G2 Pro,ADVAN_G2_Pro,6004
Advan digital,G3,ADVAN_G3,6001
Advan digital,G3 Pro,ADVAN_G3_Pro,6002
Advan digital,G5,ADVAN_G5,6201
Advan digital,G5 Elite,ADVAN_G5_Elite,6003
Advan digital,G5 Plus,ADVAN_G5_Plus,6501
Advan digital,G9,ADVAN_G9,6501
Advan digital,GX,ADVAN_GX,6801
Advan digital,I Tab,ADVAN_i_Tab,i7_Plus
Advan digital,I55A,I55A,I55A
Advan digital,I5E,ADVAN_I5E,I5E
Advan digital,I5E,ADVAN_I5Es,i5E
Advan digital,I7D,ADVAN_I7D,I7D
Advan digital,M4,ADVAN_M4,ADVAN M4
Advan digital,NASA,ADVAN_NASA,5202
Advan digital,NASA_Plus,ADVAN_NASA_Plus,5505
Advan digital,S40,ADVAN_S40,ADVAN S40
Advan digital,S40 LTE,ADVAN_i4U,i4U
Advan digital,S45E,ADVAN_S45E,S45E
Advan digital,S4T,S4T,S4T
Advan digital,S4Z,ADVAN_S4Z,S4Z
Advan digital,S50 Prime,ADVAN_S50_Prime,5063
Advan digital,S5E FULL VIEW,ADVAN_S5E_FULL_VIEW,5062
Advan digital,S5E_NXT,ADVAN_S5E_NXT,S5E_NXT
Advan digital,S6 Plus,ADVAN_S6_Plus,5502
Advan digital,S6 Pro,ADVAN_S6_Pro,5504
Advan digital,S7A,S7A,S7A
Advan digital,S7C,ADVAN_S7C,S7C
Advan digital,T2J,T2J,T2J
Advan digital,T2K,T2K,T2K
Advan digital,TAB 10,ADVAN_TAB_10,1010
Advan digital,TAB 7,ADVAN_TAB_7,7039
Advan digital,TAB 8,ADVAN_TAB_8,8002
Advan digital,TAB Gallilea,ADVAN_TAB_Gallilea,8003
Advan digital,TAB VX,ADVAN_TAB_VX,1013
Advan digital,TAB_10,ADVAN_TAB_10,1010
Advan digital,X7 Max,X7_Max,7301
Advan digital,X7 Pro,ADVAN_7008,7008
Advan digital,X7 Pro,ADVAN_X7_Pro,X7 Pro
Advan digital,i10,i10,i10
Advan digital,i55D,ADVAN_i55D,i55D
Advan digital,i55K,ADVAN_i55K,i55K
Advan digital,i5C,i5C,i5C
Advan digital,i5C plus,ADVAN_i5C_Plus,5058
Advan digital,i5D,ADVAN_i5D,i5D
Advan digital,i6A,ADVAN_5501,5501
Advan digital,i6c,ADVAN_i6C,5503
Advan digital,i7,ADVAN_i7,i7
Advan digital,i7A,ADVAN_i7A,i7A
Advan digital,i7U,ADVAN_i_Lite,i7U
Advance,ADVANCE,SP4871,SP4871
Advance,Advance,Tr4995,Tr4995
Advance,HL4736,HL4736,HL4736
Advance,HL4936,HL4936,HL4936
Advance,HL5576,HL5576,HL5576
Advance,HL5585,HL5585,HL5585
Advance,HL5677,HL5677,HL5677
Advance,HL6077,HL6077,HL6077
Advance,HL6248,HL6248,HL6248
Advance,HL6256,HL6256,HL6256
Advance,HL6577,HL6577,HL6577
Advance,HL7257,HL7257,HL7257
Advance,HL9000,HL9000,HL9000
Advance,PR5860,PR5860,PR5860
Advance,PR6149,PR6149,PR6149
Advance,PR6152,PR6152,PR6152
Advance,PR6152-ADV,PR6152-ADV,PR6152-ADV
Advance,PR6167,PR6171,PR6171
Advance,PR6850,PR6850,PR6850
Advance,PR7145,PR7145,PR7145
Advance,Pr5650,Pr5650,Pr5650
Advance,Pr5747,Pr5747,Pr5747
Advance,Pr5950,Pr5950,Pr5950
Advance,Pr6146,Pr6146,Pr6146
Advance,Pr6150,Pr6150,Pr6150
Advance,Pr7547,Pr7547,Pr7547
Advance,SP4702,SP4702,SP4702
Advance,SP4703,SP4703,SP4703
Advance,SP4872,SP4872,SP4872
Advance,SP5702,SP5702,SP5702
Advance,SP5712,SP5712,SP5712
Advance,SP5713,SP5713,SP5713
Advance,SP5732,SP5732,SP5732
Advance,SP5733,SP5733,SP5733
Advance,SP5733,SP5733A,SP5733
Advance,SP5735,SP5735,SP5735
Advance,SP5760,SP5760,SP5760
Advance,SP5775,SP5775,SP5775
Advance,SP5776,SP5776,SP5776
Advance,SP5782,SP5782,SP5782
Advance,SP7248,SP7248,SP7248
Advance,Sp5730,Sp5730,Sp5730
Advance,TR3947,TR3947,TR3947
Advance,TR4986,Tablet_adv_v1,ADVANCE
Advance,TR5994,TR5994,TR5994
Advance,TR5996,TR5996,TR5996
Advance,TR6948,TR6948,TR6948
Advance,TR6949,TR6949,TR6949
Advance,TR7988,TR7988,TR7988
Advance,TR7989,TR7989,TR7989
Advance,TR7990,TR7990,TR7990
Advance,TR7998,TR7998,TR7998
Advance,Tablet_Advance,Tablet_adv_v1,ADVANCE
Advance,Tr3946,Tr3946,Tr3946
Advance,Tr4986,Tablet_adv_v1,ADVANCE
Advance,Tr4986,Tr4986,Tr4986
Advantage,I101MTK,I101MTK,I101MTK
Advantage Air,PIC10GS10,PIC10GS10,PIC10GS10
Advantage Air,PIC10GS8,PIC10GS8,PIC10GS8
Advantage Air,PIC7GS10-A,PIC7GS10-A,PIC7GS10-A
Advantage Air,PIC7GS8,PIC7GS8,PIC7GS8
Advantage Air,PIC8GS10,PIC8GS10,PIC8GS10
Advantage Air,PIC8GS8,PIC8GS8,PIC8GS8
Advantech,AIM75-LTE,AIM75-LTE,AIM75-LTE
Advantech,AIM75-WIFI,AIM75-WIFI,AIM75-WIFI
Aelion,i8,Aelion_i8,i8
Aeon Communication (IN),AE1020,AE1020,AE1020
Affix,T737,AFFIX_T737,AFFIX T737
AfriOne,CYGNUS,CYGNUS,CYGNUS
AfriOne,CYGNUSX,CYGNUSX,CYGNUSX
AfriOne,ChampionPro,ChampionPro,ChampionPro
AfriOne,Gravity Z2,Gravity_Z2,Gravity Z2
AfriOne,moxie,moxie,moxie
Afrrikia,AFK-0001-1001,AFK-0001-1001,AFK-0001-1001
Afrrikia,AFK-0001-1002,AFK-0001-1002,AFK-0001-1002
Aikun,EDSTAR LC-TS08A,LC-TS08A,LC-TS08A
Aikun,EDSTAR LC-TS08S,LC-TS08S,LC-TS08S
Aikun,RX300,X300,X300
Aikun,Solely Tab S7,HV1A,S7
Aikun,Solely Tab S8,HV1A,S8
Aimson,7C08S,7C08S,7C08S
Aimson,AINOL_Q88X,AINOL_Q88X,Q88X
Aimson,Q88,Q88,Q88
Ainol,7C08X,7C08X,7C08X
Ainol,Q88A_EEA,Q88A_EEA,Q88A
AirTV,AirTV Mini,kunlun,AirTV Mini
AirTV,DV8535,DV8535,DV8535
AirTouch,AirTouch5,AirTouch5,AirTouch5
Airpha,Halo3_Pro,Halo3,Halo3
Airpha,Halo3_Pro,Halo3_Pro,Halo3_Pro
Airpha,Halo4,Halo4,Halo4
Airpha,Halo4 Pro,Halo4_Pro,Halo4 Pro
Airpha,Mega3_Pro,Mega3_Pro,Mega3_Pro
Airpha,Sense2,Sense2,Sense2
Airpha,Sense2_Pro,Sense2_Pro,Sense2_Pro
Airtab,AT8-N,AT8-N,AT8-N
Airtel,HP2707,AirtelOTTBox,HP2707
Airtel,SH960S-AT,ganesa,SH960S-AT
Airtel,XStream Smart Box,hsw4026atl,XStream_Smart_Box_001
Airtel,XStream Smart Box,hsw4026atl,hsw4026atl
Aiuto,AT1001,AT1001,AT1001
Aiuto,AT1002,AT1002,AT1002
Aiuto,AT701,AT701,AT701
Aiuto,AT702,AT702,AT702
Aiwa,A81,AIWA_A81,A81
Aiwa,AFL0065S,sindorim,AI PONT
Aiwa,AIWA,stanford,SMART TV
Aiwa,AIWA,zhongshan,4K SMART TV
Aiwa,AIWA 2K TV,shinagawa,AIWA 2K TV
Aiwa,AW-LED43GKF,ikebukuro,AI PONT
Aiwa,AW790,AW790,AW790
Aiwa,AWM501,AWM501,AWM501
Aiwa,AWM509,AWM509,AWM509
Aiwa,AWM539,AWM539,AWM539
Aiwa,AWM561,AWM561,AWM561
Aiwa,AWM580,AWM580,AWM580
Aiwa,AWM599,AWM599,AWM599
Aiwa,AWM999,AWM999,AWM999
Aiwa,AWT10H,AWT10H,AWT10H
Aiwa,Aiwa,KSTB6043,KSTB6043
Aiwa,Android TV,ikebukuro,AI PONT
Aiwa,Android TV,samseong,AI PONT
Aiwa,JA2-SMP0601,JA2-SMP0601,JA2-SMP0601
Aiwa,JA2-TBA0801,JA2-TBA0801,JA2-TBA0801
Aiwa,JA2-TBA1001,JA2-TBA1001,JA2-TBA1001
Aiwa,JA2-TBA1002,JA2-TBA1002,JA2-TBA1002
Aiwa,R3,R3,R3
Aiwa,R4,R4,R4
Aiwa,Smart TV,longshan,AI PONT
Aiwa,Smart TV,redwood,AI PONT
Aiwa,TA-07-232,TA-07-232,TA-07-232
Aiwa,TA-10-232,TA-10-232,TA-10-232
Aiwa,TA07-2GB,TA07-2GB,TA07-2GB
Aiwa,TA10-SO10,TA10-SO10,TA10-SO10
Aiwa,TAB-1102,TAB-1102,TAB-1102
Aiwa,TAB-1103,TAB-1103,TAB-1103
Aiwa,TAB_1003G,TAB_1003G,TAB_1003G
Aiwa,Z9,AIWA_Z9,Z9
Aiwa,Z9 PLUS,AIWA_Z9_PLUS,Z9 PLUS
Akai,AKAI,bangbae,AKAI 4K Android TV
Akai,FZ101,FZ101,FZ101
Akai,FZ701,FZ701,FZ701
Akai,FZ702,FZ702,FZ702
Akai,FZ703,FZ703,FZ703
Akai,MD1063,MD1063,MD1063
Akari,AX-115ATV,DV8035,AX-115ATV
Akari,AX-117ATV,DV8219,AX-117ATV
Akino,IN-32SE9,shibuya,AkinoTV
Akino,fushan_akino,hamamatsucho,Smart TV
Akino,laoshan-Akino,laoshan,HAT4KDTV
Alba,ALBA 7 TABLET,ac70plv6,ALBA 7 TABLET
Alba,Alba 4G Plus,ac57crs,Alba 4G Plus
Alba,Alba 6,ac60crs,Alba 6
Alba,Alba10Nou,Alba10Nou,Alba10Nou
Alba,Alba10Pie,Alba10Pie,Alba10Pie
Alba,Alba10Q,Alba10Q,Alba10Q
Alba,Alba7Nou,Alba7Nou,Alba7Nou
Alba,Alba7Pie,Alba7Pie,Alba7Pie
Alba,Alba7Q,Alba7Q,Alba7Q
Alba,Alba8Nou,Alba8Nou,Alba8Nou
Alba,Alba8Pie,Alba8Pie,Alba8Pie
Alba,Alba_8in,Alba_8in,Alba_8in
Alco,Alco S9,Alco_S9,Alco_S9
Alco,CT302T,CT302T,CT302T
Alco,RCT6613W23PG,RCT6613W23PG,RCT6613W23PG
Alco,VCT9B06Q23EU_eea,VCT9B06Q23EU,VCT9B06Q23EU
Alco,VCT9T48Q34,VCT9T48Q34,VCT9T48Q34
Alco,Voyager Pro,RCT6873W42BMF8KC,RCT6873W42BMF8KC
Alcor,Alcor,Access_Q784C,Access_Q784C
Alcor,Alcor,Zest_Q108I,Zest_Q108I
Alcor,Alcor,Zest_Q708I,Zest_Q708I
Alcor,Comet_O118LR,Comet_O118LR,Comet_O118LR
Aldo Mobile,S12,S12,S12
Aldo Mobile,T10S,T10S,T10S
Aldo Mobile,T7Q-4G,T7Q-4G,T7Q-4G
Aldo Mobile,T8S,T8S,T8S
Algar,GIU6770,GIU6770,GIU6770
Alhafidh,Android TV,R1,ATV R1
Alhafidh,Android TV,R2,ATV R2
Alhafidh,R3,R3,R3
Alhafidh,R4,R4,R4
Aligator,ALIGATOR RX800,ALIGATOR_RX800,ALIGATOR RX800
Aligator,ALIGATOR S5070,ALIGATOR_S5070,ALIGATOR S5070
Aligator,ALIGATOR S5520,ALIGATOR_S5520,ALIGATOR_S5520
Aligator,ALIGATOR S5540,ALIGATOR_S5540,ALIGATOR S5540
Aligator,ALIGATOR S6000,ALIGATOR_S6000,ALIGATOR S6000
Aligator,ALIGATOR S6500,ALIGATOR_S6500,ALIGATOR S6500
Aligator,ALIGATOR_RX710_EEA,ALIGATOR_RX710,ALIGATOR RX710
Aligator,Aligator S5066,Aligator_S5066,Aligator_S5066
Aligator,RX460,RX460,RX460
Aligator,RX600,RX600,RX600
Aligator,RX700,RX700,RX700
Aligator,S4090,S4090,S4090
Aligator,S5065,ALIGATORS5065,ALIGATOR S5065
Aligator,S5068,S5068,S5068
Aligator,S5710,S5710,S5710
AllCall,AllCall_Madrid,AllCall_Madrid,AllCall_Madrid
AllCall,AllCall_S1,AllCall_S1,AllCall_S1
AllCall,AllCall_S1_X,AllCall_S1_X,AllCall_S1_X
AllCall,MIX2,MIX2,MIX2
AllCall,Rio_X,Rio_X,Rio_X
AllCall,S10,S10,S10
AllCall,S5500,S5500,S5500
AllCall,Tab_1_3G,Tab_1_3G,Tab_1_3G
AllCall,Tab_2_3G,Tab_2_3G,Tab_2_3G
AllView,A10 Lite,A10_Lite,A10_Lite
AllView,A10 Lite 2019,A10_Lite_2019,A10_Lite_2019
AllView,A10 Lite 2GB,A10_Lite_2GB,A10_Lite_2GB
AllView,A10 Max,A10_Max,A10_Max
AllView,A10 Plus,A10_Plus,A10_Plus
AllView,A20 Lite,A20_Lite,A20_Lite
AllView,A20 Max,A20_Max,A20_Max
AllView,A30 MAX,A30_Max,A30_Max
AllView,A30_Plus,A30_Plus,A30_Plus
AllView,A5 Easy,A5_Easy,A5_Easy
AllView,A5 Easy,A5_Easy,A5_Easy_TM
AllView,A5 Lite,A5_Lite,A5_Lite
AllView,A5 Quad Plus,A5_Quad_Plus,A5_Quad_Plus
AllView,A5 Quad Plus,A5_Quad_Plus,A5_Quad_Plus_TM
AllView,A5 Ready,A5_Ready,A5_Ready
AllView,A5 Ready,A5_Ready,A5_Ready_TM
AllView,A6 Duo,A6_Duo,A6_Duo
AllView,A6 Lite,A6_Lite,A6_Lite
AllView,A7 Lite,A7_Lite,A7_Lite
AllView,A8 Lite,A8_Lite,A8_Lite
AllView,A8 Lite TM,A8_Lite,A8_Lite_TM
AllView,A9  Plus,A9_Plus,A9_Plus
AllView,A9 Lite,A9_Lite,A9_Lite
AllView,ALLVIEW,bangbae,ALLVIEW 4K Android TV
AllView,ALLVIEW 4K TV,SW4H_FF,ALLVIEW 4K TV
AllView,AX4 Nano Plus,AX4Nano_plus,AX4Nano_plus
AllView,AX501Q,AX501Q,AX501Q
AllView,AX502,AX502,AX502
AllView,AX503,AX503,AX503
AllView,AX503,AX503_Q,AX503
AllView,Allview,komagome,ALLVIEW 2K Android TV
AllView,Allview 2K TV,shinagawa,Allview 2K TV
AllView,C6 Duo,C6_Duo,C6_Duo
AllView,C6 Quad 4G,C6_Quad_4G,C6Quad_4G
AllView,E2 Jump,ALLVIEW_E2_Jump,E2_Jump
AllView,E3 Jump,E3_Jump,E3_Jump
AllView,E3 Living,E3_Living,E3_Living
AllView,E3 Sign,E3_Sign,E3_Sign
AllView,E4,E4,E4
AllView,E4 Lite,E4_Lite,E4_Lite
AllView,P10 Life,P10_Life,P10_Life
AllView,P10 Max,P10_Max,P10_Max
AllView,P10 Mini,P10_Mini,P10_Mini
AllView,P10 Pro,P10_Pro,P10_Pro
AllView,P10_Style,P10_Style,P10_Style
AllView,P4 Pro,P4_Pro,P4_Pro
AllView,P4 Quad,P4_Quad,P4_Quad
AllView,P4 eMagic,P4_eMagic,P4_eMagic
AllView,P4 eMagic,P4_eMagic,P4_eMagic_TM
AllView,P41 eMagic,P41_eMagic,P41_eMagic
AllView,P41 eMagic,P41_eMagic,P41_eMagic_TM
AllView,P42,P42,P42
AllView,P43 Easy,P43_Easy,P43_Easy
AllView,P5 Energy,P5_Energy,P5_Energy
AllView,P5 Life,P5Life,P5Life_TM
AllView,P5 Lite,P5_Lite,P5_Lite
AllView,P5 Pro,P5_Pro,P5_Pro
AllView,P5 eMagic,P5_eMagic,P5_eMagic
AllView,P5 eMagic,P5_eMagic,P5_eMagic_TM
AllView,P5Life,P5Life,P5Life
AllView,P5_Pro,P5_Pro,P5_Pro_TM
AllView,P6  Plus,P6_plus,P6_plus
AllView,P6 Energy,P6_Energy,P6_Energy_TM
AllView,P6 Energy Lite,P6_Energy_Lite,P6_Energy_Lite
AllView,P6 Energy Lite,P6_Energy_Lite,P6_Energy_Lite_TM
AllView,P6 Energy mini,P6_Energy_mini,P6_Energy_mini
AllView,P6 Life,P6_Life,P6_Life
AllView,P6 Lite,P6_lite,P6_lite
AllView,P6 Lite,P6_lite,P6_lite_TM
AllView,P6 Lite,P6_lite,P6_lite_mTEL
AllView,P6 Pro,P6_Pro,P6_Pro
AllView,P6 Qmax,P6_Qmax,P6_Qmax
AllView,P6 eMagic,P6_eMagic,P6_eMagic
AllView,P6_Energy,P6_Energy,P6_Energy
AllView,P7 Lite,P7_Lite,P7_Lite
AllView,P7 Lite,P7_Lite,P7_Lite_TM
AllView,P7 PRO,P7_PRO,P7_PRO
AllView,P7 PRO_TM,P7_PRO,P7_PRO_TM
AllView,P8 Energy,P8_Energy,P8_Energy
AllView,P8 Energy Pro,P8_Energy_PRO,P8_Energy_PRO
AllView,P8 Energy mini,P8_Energy_mini,P8_Energy_mini
AllView,P8 Energy mini,P8_Energy_mini,P8_Energy_mini_TM
AllView,P8 Life,P8_Life,P8_Life
AllView,P8 Pro,P8_PRO,P8_PRO
AllView,P8 eMagic,P8_eMagic,P8_eMagic
AllView,P8 eMagic,P8_eMagic,P8_eMagic_TM
AllView,P9 Energy,P9_Energy,P9_Energy
AllView,P9 Energy Lite,P9_Energy_Lite,P9_Energy_Lite
AllView,P9 Energy Lite 2017,P9_Energy_Lite_2017,P9_Energy_Lite_2017
AllView,P9 Energy Mini,P9_Energy_mini,P9_Energy_mini_TM
AllView,P9 Energy S,P9_Energy_S,P9_Energy_S
AllView,P9 Energy mini,P9_Energy_mini,P9_Energy_mini
AllView,P9 Life,P9_Life,P9_Life
AllView,P9_Life_TM,P9_Life,P9_Life_TM
AllView,V1 Viper E,V1_Viper_E,V1_Viper_E
AllView,V1 Viper I4G,V1_Viper_I4G,V1_Viper_I4G
AllView,V1 Viper I4G,V1_Viper_I4G,V1_Viper_I4G_PL
AllView,V1 Viper I4G,V1_Viper_I4G,V1_Viper_I4G_TM
AllView,V1 Viper I4G,V1_Viper_I4G_PL,V1_Viper_I4G_PL
AllView,V1 Viper L,V1_Viper_L,V1_Viper_L
AllView,V1 Viper S4G,V1_Viper_S4G,V1_Viper_S4G
AllView,V2 Viper,V2_Viper,V2_Viper
AllView,V2 Viper E,V2_Viper_E,V2_Viper_E
AllView,V2 Viper I,V2_Viper_I,V2_Viper_I
AllView,V2 Viper I,V2_Viper_I,V2_Viper_I_TM
AllView,V2 Viper I4G,V2_Viper_I4G,V2_Viper_I4G
AllView,V2 Viper S,V2_Viper_S,V2_Viper_S
AllView,V2 Viper X,V2_Viper_X,V2_Viper_X
AllView,V2 Viper X plus,V2_Viper_X_plus,V2_Viper_X_plus
AllView,V2 Viper Xe,V2_Viper_Xe,V2_Viper_Xe
AllView,V3 Viper,V3_Viper,V3_Viper
AllView,V4 Viper,V4_Viper,V4_Viper
AllView,V4 Viper PRO,V4_Viper_PRO,V4_Viper_PRO
AllView,V5 Viper,V5_Viper,V5_Viper
AllView,Viva  H1003 LTE,Viva_H1003_LTE,Viva_H1003_LTE
AllView,Viva 1001G,Viva_1001G,Viva_1001G
AllView,Viva 1003G,Viva_1003G,Viva_1003G
AllView,Viva 1003G Lite,Viva_1003G_Lite,Viva_1003G_Lite
AllView,Viva 1003G Lite,Viva_1003G_Lite_Q,Viva_1003G_Lite
AllView,Viva 803G,Viva_803G,Viva_803G
AllView,Viva C1004,C1004,C1004
AllView,Viva C701,Viva_C701,Viva_C701
AllView,Viva C702,Viva_C702,Viva_C702
AllView,Viva C703,Viva_C703,Viva_C703
AllView,Viva C703,Viva_C703_Q,Viva_C703
AllView,Viva H10 LTE,Allview_VivaH10LTE_KK,VivaH10LTE
AllView,Viva H1001 LTE,Viva_H1001_LTE,Viva_H1001_LTE
AllView,Viva H1002 LTE,Viva_H1002_LTE,Viva_H1002_LTE
AllView,Viva H1003 LTE PRO,H1003_LTE_PRO,H1003_LTE_PRO
AllView,Viva H1003 LTE PRO/1,H1003_LTE_PRO1,H1003_LTE_PRO1
AllView,Viva H1003 LTE PRO/1,H1003_LTE_PRO1_32,H1003_LTE_PRO1
AllView,Viva H1003 LTE PRO/1-64GB,H1003_LTE_PRO1_64,H1003_LTE_PRO1
AllView,Viva H1003 LTE PRO/B6,H1003_LTE_PRO,H1003_LTE_PRO
AllView,Viva H1003 LTE PRO3,H1003_LTE_PRO3,H1003_LTE_PRO3
AllView,Viva H1004 LTE,H1004_LTE,H1004_LTE
AllView,Viva H7 LTE,Allview_VivaH7LTE_KK,VivaH7LTE
AllView,Viva H8 LTE,Allview_VivaH8LTE_KK,VivaH8LTE
AllView,Viva H8 Life,H8_Life,H8_Life
AllView,Viva H801,Viva_H801,Viva_H801
AllView,Viva H801 LTE,Viva_H801_LTE,Viva_H801_LTE
AllView,Viva H802 LTE,Viva_H802_LTE,Viva_H802_LTE
AllView,Viva H802 LTE,Viva_H802_LTE,Viva_H802_LTE_TM
AllView,Viva Home,Viva_Home,Viva_Home
AllView,Viva i10HD,Viva_i10HD,Viva_i10HD
AllView,Viva i701G,Viva_H701_LTE,Viva_H701_LTE_CZ
AllView,Viva i701G,Viva_i701G,Viva_i701G
AllView,Viva i701G,Viva_i701G,Viva_i701G_TM
AllView,Viva i7G,Viva_i7G,Viva_i7G
AllView,Viva_H701_LTE,Viva_H701_LTE,Viva_H701_LTE
AllView,X2 Soul Lite,X2_Soul_Lite,X2_Soul_Lite
AllView,X2 Soul Lite,X2_Soul_Lite,X2_Soul_Lite_TM
AllView,X2 Soul Mini,X2_Soul_Mini,X2_Soul_Mini
AllView,X2 Soul PRO,X2_Soul_PRO,X2_Soul_PRO
AllView,X2 Soul Style,X2_Soul_Style,X2_Soul_Style
AllView,X2 Soul Style,X2_Soul_Style,X2_Soul_Style_TM
AllView,X2 Soul Style+,X2_Soul_Style_Plus,X2_Soul_Style_Plus
AllView,X2 Soul Xtreme,X2_Soul_Xtreme,X2_Soul_Xtreme
AllView,X3 Soul Lite,X3_Soul_Lite,X3_Soul_Lite
AllView,X3 Soul Lite,X3_Soul_Lite,X3_Soul_Lite_TM
AllView,X3 Soul Plus,X3_Soul_PLUS,X3_Soul_PLUS
AllView,X3 Soul Pro,X3_Soul_PRO,X3_Soul_PRO
AllView,X3 Soul Style,X3_Soul_Style,X3_Soul_Style
AllView,X3 Soul mini,X3_Soul_mini,X3_Soul_mini
AllView,X3Soul,X3_Soul,X3_Soul
AllView,X4 Soul,X4_Soul,X4_Soul
AllView,X4 Soul Infinity L,X4_Soul_Infinity_L,X4_Soul_Infinity_L
AllView,X4 Soul Infinity L,X4_Soul_Infinity_LV,X4_Soul_Infinity_L
AllView,X4 Soul Infinity N,X4_Soul_Infinity_N,X4_Soul_Infinity_N
AllView,X4 Soul Infinity N,X4_Soul_Infinity_NV,X4_Soul_Infinity_N
AllView,X4 Soul Infinity Plus,X4_Soul_Plus,X4_Soul_Infinity_Plus
AllView,X4 Soul Infinity S,X4_Soul_Infinity_S,X4_Soul_Infinity_S
AllView,X4 Soul Infinity SV,X4_Soul_Infinity_SV,X4_Soul_Infinity_S
AllView,X4 Soul Infinity Z,X4_Soul_Infinity_Z,X4_Soul_Infinity_Z
AllView,X4 Soul Infinity Z,X4_Soul_Infinity_ZV,X4_Soul_Infinity_Z
AllView,X4 Soul Lite,X4_Soul_Lite,X4_Soul_Lite
AllView,X4 Soul Mini,X4_Soul_Mini,X4_Soul_Mini
AllView,X4 Soul Mini S,X4_Soul_Mini_S,X4_Soul_Mini_S
AllView,X4 Soul Mini S,X4_Soul_Mini_S,X4_Soul_Mini_S_TM
AllView,X4 Soul Style,X4_Soul_Style,X4_Soul_Style
AllView,X4 Soul Vision,X4_Soul_Vision,X4_Soul_Vision
AllView,X4 Soul Xtreme,X4_Soul_Xtreme,X4_Soul_Xtreme
AllView,X5 Soul Mini,X5_Soul_Mini,X5_Soul_Mini
AllView,X5 Soul Pro,X5_Soul_Pro,X5_Soul_Pro
AllView,X5_Soul,X5_Soul,X5_Soul
AllView,X5_Soul_Style,X5_Soul_Style,X5_Soul_Style
AllView,X6 Soul Xtreme,X6_Soul_Xtreme,X6_Soul_Xtreme
AllView,X6 Soul mini,X6_Soul_mini,X6_Soul_mini
AllView,X7 Soul Style,X7_Soul_Style,X7_Soul_Style
AllView,X7_Soul_Pro_EEA,X7_Soul_Pro,X7_Soul_Pro
AllView,X8 PRO,X8_Soul_Pro,X8_Soul_Pro
